acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
3,2015/2/25,0,0,0,0
3,2015/2/26,0,0,0,0
3,2015/2/27,0,0,0,0
3,2015/2/28,0,0,0,0
3,2015/3/1,0,0,0,0
3,2015/3/2,0,0,0,0
3,2015/3/3,0,0,0,0
3,2015/3/4,1,21.26535967,0,0
3,2015/3/5,0,0,0,0
3,2015/3/6,0,0,0,0
3,2015/3/7,0,0,0,0
3,2015/3/8,0,0,0,0
3,2015/3/9,0,0,0,0
3,2015/3/10,0,0,0,0
3,2015/3/11,0,0,0,0
3,2015/3/12,0,0,0,0
3,2015/3/13,0,0,0,0
3,2015/3/14,0,0,0,0
3,2015/3/15,0,0,0,0
3,2015/3/16,0,0,0,0
3,2015/3/17,0,0,0,0
3,2015/3/18,0,0,0,0
3,2015/3/19,0,0,0,0
3,2015/3/20,0,0,0,0
3,2015/3/21,0,0,0,0
3,2015/3/22,0,0,0,0
3,2015/3/23,0,0,0,0
3,2015/3/24,0,0,0,0
3,2015/3/25,0,0,0,0
3,2015/3/26,0,0,0,0
3,2015/3/27,0,0,0,0
3,2015/3/28,0,0,0,0
3,2015/3/29,1,19.87230183,0,0
3,2015/3/30,0,0,0,0
3,2015/3/31,1,14.57459317,0,0
3,2015/4/1,0,0,0,0
3,2015/4/2,0,0,0,0
3,2015/4/3,1,12.497801,0,0
3,2015/4/4,1,61.63806567,0,0
3,2015/4/5,0,0,0,0
3,2015/4/6,0,0,0,0
3,2015/4/7,1,107.8494705,2,0
3,2015/4/8,0,0,0,0
3,2015/4/9,0,0,0,0
3,2015/4/10,0,0,0,0
3,2015/4/11,0,0,0,0
3,2015/4/12,1,3.468875667,0,0
3,2015/4/13,2,12.99817833,0,0
3,2015/4/14,0,0,0,0
3,2015/4/15,1,20.6778245,0,0
3,2015/4/16,2,20.05770617,0,0
3,2015/4/17,0,0,0,0
3,2015/4/18,1,213.3095908,2,0
3,2015/4/19,0,0,0,0
3,2015/4/20,0,0,0,0
3,2015/4/21,0,0,0,0
3,2015/4/22,0,0,0,0
3,2015/4/23,0,0,0,1
3,2015/4/24,0,0,0,0
3,2015/4/25,0,0,0,0
3,2015/4/26,1,165.4050603,1,0
3,2015/4/27,0,0,0,0
3,2015/4/28,0,0,0,0
3,2015/4/29,0,0,0,0
3,2015/4/30,0,0,0,0
3,2015/5/1,0,0,0,0
3,2015/5/2,0,0,0,0
3,2015/5/3,2,108.5555075,2,0
3,2015/5/4,0,0,0,0
3,2015/5/5,0,0,0,0
3,2015/5/6,0,0,0,0
3,2015/5/7,0,0,0,0
3,2015/5/8,0,0,0,0
3,2015/5/9,0,0,0,0
3,2015/5/10,0,0,0,0
3,2015/5/11,0,0,0,0
3,2015/5/12,1,117.2638572,1,0
3,2015/5/13,0,0,0,0
3,2015/5/14,0,0,0,0
3,2015/5/15,0,0,0,0
3,2015/5/16,0,0,0,0
3,2015/5/17,0,0,0,0
3,2015/5/18,0,0,0,0
3,2015/5/19,0,0,0,0
3,2015/5/20,0,0,0,0
3,2015/5/21,0,0,0,0
3,2015/5/22,0,0,0,0
3,2015/5/23,0,0,0,0
3,2015/5/24,0,0,0,0
3,2015/5/25,0,0,0,0
3,2015/5/26,1,22.10312683,0,0
3,2015/5/27,0,0,0,0
3,2015/5/28,0,0,0,0
3,2015/5/29,0,0,0,0
3,2015/5/30,1,139.6698323,3,0
3,2015/5/31,1,264.7127685,3,0
3,2015/6/1,0,0,0,0
3,2015/6/2,0,0,0,0
3,2015/6/3,0,0,0,0
3,2015/6/4,1,128.480817,2,0
3,2015/6/5,0,0,0,0
3,2015/6/6,0,0,0,0
3,2015/6/7,0,0,0,0
3,2015/6/8,0,0,0,0
3,2015/6/9,0,0,0,0
3,2015/6/10,0,0,0,0
3,2015/6/11,0,0,0,0
3,2015/6/12,0,0,0,0
3,2015/6/13,0,0,0,0
3,2015/6/14,0,0,0,0
3,2015/6/15,0,0,0,0
3,2015/6/16,0,0,0,0
3,2015/6/17,0,0,0,0
3,2015/6/18,0,0,0,0
3,2015/6/19,0,0,0,0
3,2015/6/20,0,0,0,0
3,2015/6/21,1,54.94929917,0,0
3,2015/6/22,1,132.9504787,1,0
3,2015/6/23,1,29.17292167,0,0
3,2015/6/24,0,0,0,0
3,2015/6/25,1,80.134017,1,0
3,2015/6/26,0,0,0,0
3,2015/6/27,0,0,0,0
3,2015/6/28,1,133.2607182,3,0
3,2015/6/29,0,0,0,0
3,2015/6/30,1,18.42774683,0,0
3,2015/7/1,0,0,0,0
3,2015/7/2,0,0,0,0
3,2015/7/3,0,0,0,0
3,2015/7/4,0,0,0,0
3,2015/7/5,0,0,0,0
3,2015/7/6,0,0,0,0
3,2015/7/7,0,0,0,0
3,2015/7/8,0,0,0,0
3,2015/7/9,0,0,0,0
3,2015/7/10,0,0,0,0
3,2015/7/11,0,0,0,0
3,2015/7/12,0,0,0,0
3,2015/7/13,0,0,0,0
3,2015/7/14,0,0,0,0
3,2015/7/15,0,0,0,0
3,2015/7/16,0,0,0,0
3,2015/7/17,0,0,0,0
3,2015/7/18,0,0,0,0
3,2015/7/19,0,0,0,0
3,2015/7/20,0,0,0,0
3,2015/7/21,0,0,0,0
3,2015/7/22,0,0,0,0
3,2015/7/23,0,0,0,0
3,2015/7/24,0,0,0,0
3,2015/7/25,0,0,0,0
3,2015/7/27,0,0,0,0
3,2015/7/28,0,0,0,0
3,2015/7/29,0,0,0,0
3,2015/7/30,0,0,0,0
3,2015/7/31,0,0,0,0
3,2015/8/1,0,0,0,0
3,2015/8/2,0,0,0,0
3,2015/8/3,0,0,0,0
3,2015/8/4,0,0,0,0
3,2015/8/5,0,0,0,0
3,2015/8/6,0,0,0,0
3,2015/8/7,0,0,0,0
3,2015/8/8,0,0,0,0
3,2015/8/9,1,9.341378333,0,0
3,2015/8/10,0,0,0,0
3,2015/8/11,0,0,0,0
3,2015/8/12,0,0,0,0
3,2015/8/13,0,0,0,0
3,2015/8/14,0,0,0,0
3,2015/8/15,0,0,0,0
3,2015/8/16,0,0,0,0
3,2015/8/17,0,0,0,0
3,2015/8/18,0,0,0,0
3,2015/8/19,0,0,0,0
3,2015/8/20,0,0,0,0
3,2015/8/21,0,0,0,0
3,2015/8/22,0,0,0,0
3,2015/8/23,0,0,0,0
3,2015/8/24,0,0,0,0
3,2015/8/25,0,0,0,0
3,2015/8/26,0,0,0,0
3,2015/8/27,0,0,0,0
4,2015/5/12,0,0,0,0
4,2015/5/13,0,0,0,0
4,2015/5/14,0,0,0,0
4,2015/5/15,1,33.32140467,0,0
4,2015/5/16,0,0,0,0
4,2015/5/17,0,0,0,0
4,2015/5/18,0,0,0,0
4,2015/5/19,0,0,0,0
4,2015/5/20,0,0,0,0
4,2015/5/21,0,0,0,0
4,2015/5/22,0,0,0,0
4,2015/5/23,0,0,0,0
4,2015/5/24,0,0,0,0
4,2015/5/25,0,0,0,0
4,2015/5/26,0,0,0,0
4,2015/5/27,0,0,0,0
4,2015/5/28,0,0,0,0
4,2015/5/29,0,0,0,0
4,2015/5/30,0,0,0,0
4,2015/5/31,0,0,0,0
4,2015/6/1,0,0,0,0
4,2015/6/2,0,0,0,0
4,2015/6/3,0,0,0,0
4,2015/6/4,0,0,0,0
4,2015/6/5,0,0,0,0
4,2015/6/6,0,0,0,0
4,2015/6/7,0,0,0,0
4,2015/6/8,1,13.13445667,0,0
4,2015/6/9,2,92.56354817,1,0
4,2015/6/10,1,179.3150025,2,0
4,2015/6/11,1,134.7605515,1,0
4,2015/6/12,1,71.17957517,0,0
4,2015/6/13,1,113.3559705,1,0
4,2015/6/14,1,221.1220845,1,0
4,2015/6/15,1,117.8961227,0,0
4,2015/6/16,1,93.99754567,0,0
4,2015/6/17,1,203.6671522,2,0
4,2015/6/18,0,0,0,0
4,2015/6/19,1,37.23160267,0,0
4,2015/6/20,1,7.608842333,0,0
4,2015/6/21,0,0,0,0
4,2015/6/22,2,39.00924283,0,0
4,2015/6/23,0,0,0,0
4,2015/6/24,1,6.264035333,0,0
4,2015/6/25,0,0,0,0
4,2015/6/26,0,0,0,0
4,2015/6/27,0,0,0,0
4,2015/6/28,0,0,0,0
4,2015/6/29,0,0,0,0
4,2015/6/30,2,69.209339,0,0
4,2015/7/1,1,24.13036017,0,0
4,2015/7/2,0,0,0,0
4,2015/7/3,0,0,0,0
4,2015/7/4,0,0,0,0
4,2015/7/5,0,0,0,0
4,2015/7/6,1,64.74927583,0,0
